YEAR,PLAYER,TEAM,SALARY,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,RK
2018,Ivica Zubac,Los Angeles Lakers,1544951.0,22,26,18,8,20.1,9.4,3.8,7.2,53.8,0.0,0.0,0.0,1.7,2.3,73.3,2.3,5.3,7.7,1.5,1.4,0.4,0.9,2.5,23.3,4,0,0.7,353.0
2018,JaMychal Green,Memphis Grizzlies,7666667.0,29,24,18,6,19.6,8.7,3.3,6.8,48.2,1.4,3.3,41.3,0.7,0.9,81.0,1.3,5.2,6.5,0.6,1.0,0.5,0.3,2.9,18.9,1,0,-0.5,151.0
2018,Jerome Robinson,LA Clippers,3046200.0,22,33,18,15,9.7,3.4,1.3,3.3,40.0,0.5,1.7,31.6,0.2,0.3,66.7,0.1,1.2,1.2,0.6,0.4,0.3,0.1,1.4,6.6,0,0,-0.7,253.0
2018,Landry Shamet,Philadelphia 76ers,1703649.0,22,25,17,8,27.8,10.9,3.5,8.4,41.4,2.7,6.0,45.0,1.2,1.6,79.5,0.3,2.0,2.2,2.3,0.8,0.5,0.1,2.0,18.1,0,0,3.7,318.0
2018,Lou Williams,LA Clippers,8000000.0,32,75,47,28,26.6,20.0,6.5,15.2,42.5,1.4,3.9,36.1,5.7,6.5,87.6,0.5,2.4,3.0,5.4,2.4,0.8,0.1,1.1,31.9,7,1,2.6,147.0
2018,Luc Mbah a Moute,LA Clippers,4320500.0,32,4,2,2,15.3,5.0,2.0,4.5,44.4,0.5,1.5,33.3,0.5,1.3,40.0,0.5,1.3,1.8,0.5,0.5,0.3,0.3,2.0,8.9,0,0,2.8,215.0
2018,Marcin Gortat,LA Clippers,13565218.0,35,47,25,22,16.0,5.0,2.1,4.0,53.2,0.0,0.0,0.0,0.7,1.0,72.9,1.4,4.1,5.6,1.4,1.1,0.1,0.5,2.0,14.5,1,0,-2.1,83.0
2018,Mike Scott,Philadelphia 76ers,4320500.0,30,52,27,25,14.4,4.8,1.8,4.4,40.0,1.0,2.6,39.1,0.2,0.3,66.7,0.5,2.9,3.3,0.8,0.5,0.3,0.2,1.7,11.0,0,0,0.6,214.0
2018,Milos Teodosic,LA Clippers,6300000.0,32,15,8,7,10.0,3.2,1.1,2.7,42.5,0.7,1.8,37.0,0.3,0.5,57.1,0.2,0.9,1.1,2.1,1.4,0.2,0.1,1.8,7.1,0,0,1.7,173.0
2018,Montrezl Harrell,LA Clippers,6000000.0,25,82,48,34,26.3,16.6,6.7,10.8,61.5,0.0,0.2,17.6,3.2,5.0,64.3,2.2,4.3,6.5,2.0,1.6,0.9,1.3,3.1,32.4,17,0,0.7,179.0
2018,Patrick Beverley,LA Clippers,5027028.0,30,78,48,30,27.4,7.6,2.5,6.1,40.7,1.4,3.6,39.7,1.2,1.6,78.0,1.0,4.0,5.0,3.8,1.1,0.9,0.6,3.4,22.5,6,0,1.9,196.0
2018,Shai Gilgeous-Alexander,LA Clippers,3375360.0,20,82,48,34,26.5,10.8,4.2,8.7,47.6,0.6,1.7,36.7,1.9,2.4,80.0,0.7,2.1,2.8,3.3,1.7,1.2,0.5,2.1,22.6,1,0,-1.3,239.0
2018,Sindarius Thornwell,LA Clippers,1378242.0,24,64,37,27,4.9,1.0,0.3,0.8,34.7,0.0,0.2,20.0,0.4,0.5,73.5,0.1,0.6,0.7,0.3,0.3,0.2,0.1,0.6,2.9,0,0,-0.6,418.0
2018,Tobias Harris,Philadelphia 76ers,14800000.0,26,55,30,25,34.6,20.9,7.7,15.5,49.6,2.0,4.7,43.4,3.5,4.0,87.7,0.7,7.2,7.9,2.7,2.0,0.7,0.4,2.2,36.0,11,0,0.3,73.0
2018,Tyrone Wallace,LA Clippers,1349383.0,25,62,34,28,10.1,3.5,1.5,3.5,42.4,0.1,0.3,21.1,0.5,0.9,52.6,0.3,1.3,1.6,0.7,0.6,0.3,0.1,1.3,7.3,0,0,0.9,429.0
2018,Wilson Chandler,Philadelphia 76ers,12800562.0,32,15,10,5,15.0,4.3,1.5,4.4,34.8,0.9,2.7,32.5,0.3,0.5,71.4,0.3,2.9,3.1,0.7,0.5,0.2,0.2,1.9,9.8,0,0,-2.8,90.0
2019,Terance Mann,LA Clippers,1000000.0,23,24,16,8,8.5,2.2,0.9,1.8,50.0,0.1,0.4,22.2,0.3,0.4,80.0,0.1,0.9,1.0,1.2,0.5,0.3,0.1,1.1,5.8,0,0,0.6,489.0
2019,Rodney McGruder,LA Clippers,4807693.0,28,28,18,10,16.6,3.6,1.4,3.6,39.0,0.6,2.1,29.3,0.3,0.5,50.0,0.6,2.3,2.9,0.6,0.4,0.5,0.2,1.6,9.8,0,0,2.1,216.0
2019,Paul George,LA Clippers,30560700.0,29,26,19,7,30.7,23.5,7.6,17.8,42.9,3.6,9.2,39.5,4.6,5.1,90.9,0.5,5.5,6.0,3.7,3.3,1.5,0.5,2.5,38.7,2,0,4.2,19.0
2019,Patrick Patterson,LA Clippers,1620564.0,30,35,22,13,14.1,5.1,1.7,4.3,39.3,1.2,3.3,37.4,0.5,0.7,70.8,0.7,2.1,2.8,0.7,0.3,0.2,0.1,0.8,10.1,0,0,1.7,389.0
2019,Patrick Beverley,LA Clippers,12345680.0,31,32,23,9,29.1,8.1,3.0,7.4,41.1,1.5,4.4,33.6,0.6,1.0,61.3,1.3,4.9,6.2,3.7,1.3,1.3,0.7,3.3,25.7,4,0,4.2,113.0
2019,Montrezl Harrell,LA Clippers,6000000.0,25,39,27,12,29.2,19.3,7.8,13.6,57.5,0.0,0.4,0.0,3.6,5.6,65.4,2.8,4.6,7.4,1.8,2.0,0.7,1.1,2.3,34.4,7,0,4.9,194.0
2019,Mfiondu Kabengele,LA Clippers,1977000.0,22,10,8,2,4.4,2.9,1.0,2.2,45.5,0.6,1.2,50.0,0.3,0.3,100.0,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,4.5,0,0,-0.1,336.0
2019,Maurice Harkless,LA Clippers,11011234.0,26,40,27,13,22.9,5.7,2.3,4.4,52.0,0.5,1.5,33.9,0.6,1.0,55.0,1.0,2.8,3.8,1.0,0.9,1.1,0.7,2.5,16.1,0,0,0.2,124.0
2019,Lou Williams,LA Clippers,8000000.0,33,37,25,12,30.4,19.8,6.5,15.2,42.6,1.9,5.1,37.8,4.9,5.7,85.8,0.5,2.5,3.0,6.3,3.1,0.6,0.2,1.5,32.2,2,0,3.1,162.0
2019,Landry Shamet,LA Clippers,1995120.0,22,23,14,9,26.4,8.3,2.7,6.7,40.3,1.9,5.0,37.1,1.0,1.1,96.0,0.1,1.7,1.9,1.6,0.8,0.4,0.2,3.2,14.0,0,0,-0.3,335.0
2019,Kawhi Leonard,LA Clippers,32742000.0,28,30,22,8,32.2,25.8,9.1,20.0,45.4,1.8,5.1,34.6,5.8,6.5,88.8,1.1,6.4,7.5,5.1,3.4,1.9,0.5,2.0,46.3,8,0,7.7,12.0
2019,Jerome Robinson,LA Clippers,3567720.0,22,32,21,11,11.3,3.2,1.2,3.4,34.5,0.5,1.7,27.8,0.3,0.5,58.8,0.1,1.3,1.5,0.9,0.7,0.3,0.2,1.4,7.0,0,0,2.1,255.0
2019,JaMychal Green,LA Clippers,4767000.0,29,31,21,10,21.2,6.9,2.4,5.9,40.7,1.4,4.0,35.5,0.7,0.8,84.0,1.5,4.8,6.3,0.7,0.9,0.5,0.4,2.6,17.2,4,0,3.5,224.0
2019,Ivica Zubac,LA Clippers,6481482.0,22,40,27,13,17.3,8.2,3.3,5.4,59.9,0.0,0.1,0.0,1.7,2.3,73.9,2.5,4.4,6.8,0.9,0.9,0.2,0.9,2.4,20.1,5,0,1.5,187.0
2019,Derrick Walton Jr.,LA Clippers,1445697.0,24,20,12,8,10.3,2.5,0.9,1.7,50.0,0.5,1.0,45.0,0.3,0.4,85.7,0.1,0.6,0.7,1.0,0.2,0.2,0.0,0.9,5.2,0,0,0.2,437.0
2015,Willie Cauley-Stein,Sacramento Kings,3398280.0,22,66,26,40,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.6,0.7,0.7,1.0,2.2,18.7,3,0,-1.2,197.0
2015,Seth Curry,Sacramento Kings,947276.0,25,44,17,27,15.7,6.8,2.3,5.1,45.5,1.1,2.5,45.0,1.0,1.2,83.3,0.2,1.2,1.4,1.5,0.8,0.5,0.1,0.9,11.6,1,0,-0.8,406.0
2015,Rudy Gay,Sacramento Kings,12403101.0,29,70,29,41,34.0,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78.0,1.5,5.0,6.5,1.7,2.0,1.4,0.7,2.6,32.1,7,0,-1.2,52.0
2015,Rajon Rondo,Sacramento Kings,9500000.0,30,72,29,43,35.2,11.9,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58.0,1.1,5.0,6.0,11.7,3.9,2.0,0.1,2.4,39.1,37,6,-2.1,79.0
2015,Quincy Acy,Sacramento Kings,981348.0,25,59,21,38,14.8,5.2,2.0,3.6,55.6,0.3,0.8,38.8,0.8,1.2,73.5,1.1,2.1,3.2,0.5,0.5,0.5,0.4,1.7,12.0,0,0,-2.1,367.0
2015,Omri Casspi,Sacramento Kings,2836186.0,28,69,27,42,27.3,11.8,4.3,9.0,48.1,1.6,4.0,40.9,1.5,2.3,64.8,0.8,5.1,5.9,1.4,1.4,0.8,0.2,2.2,22.8,6,0,0.1,229.0
2015,Marco Belinelli,Sacramento Kings,6060606.0,30,68,27,41,24.6,10.2,3.6,9.3,38.6,1.3,4.4,30.6,1.7,2.0,83.3,0.1,1.6,1.7,1.9,1.2,0.5,0.0,1.3,15.6,0,0,-2.7,122.0
2015,Kosta Koufos,Sacramento Kings,7700000.0,27,78,32,46,19.0,6.8,3.0,5.7,53.2,0.0,0.0,0.0,0.7,1.3,54.8,2.2,3.3,5.4,0.4,0.6,0.5,0.9,2.4,17.5,5,0,-2.9,100.0
2015,James Anderson,Sacramento Kings,1015421.0,27,51,19,32,14.1,3.5,1.3,3.5,37.6,0.5,1.7,26.7,0.4,0.6,75.9,0.3,1.4,1.7,0.8,0.8,0.4,0.3,1.1,8.0,0,0,-1.6,355.0
2015,Eric Moreland,Sacramento Kings,845059.0,24,8,1,7,5.9,1.0,0.4,0.8,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.4,1.0,1.4,0.1,0.4,0.0,0.5,0.5,4.0,0,0,0.9,425.0
2015,Duje Dukan,Sacramento Kings,525093.0,24,1,0,1,24.2,6.0,2.0,10.0,20.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,15.3,0,0,-8.0,462.0
2015,DeMarcus Cousins,Sacramento Kings,15851950.0,25,65,29,36,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,2.4,9.1,11.5,3.3,3.8,1.6,1.4,3.6,50.7,47,1,0.6,27.0
2015,Darren Collison,Sacramento Kings,5013559.0,28,74,29,45,30.0,14.0,5.1,10.5,48.6,1.2,2.9,40.1,2.6,3.1,85.8,0.4,1.9,2.3,4.3,1.8,1.0,0.1,1.9,24.7,4,0,-0.9,147.0
2015,Caron Butler,Sacramento Kings,1449187.0,36,17,2,15,10.3,3.7,1.5,3.5,42.4,0.2,1.1,16.7,0.6,0.7,83.3,0.3,1.0,1.3,0.6,0.2,0.5,0.1,1.1,7.7,0,0,-2.4,306.0
2015,Ben McLemore,Sacramento Kings,3156600.0,23,68,28,40,21.2,7.8,2.9,6.7,42.9,1.0,2.7,36.2,1.1,1.5,71.8,0.5,1.7,2.2,1.2,1.5,0.8,0.1,2.1,13.4,0,0,0.3,205.0
2016,Anthony Tolliver,Sacramento Kings,8000000.0,32,65,26,39,22.7,7.1,2.4,5.4,44.2,1.4,3.5,39.1,0.9,1.3,74.4,0.8,2.9,3.6,1.2,0.9,0.5,0.3,1.7,14.9,1,0,-1.5,126.0
2016,Arron Afflalo,Sacramento Kings,12500000.0,31,61,23,38,25.9,8.4,3.0,6.9,44.0,1.0,2.5,41.1,1.4,1.5,89.2,0.1,1.9,2.0,1.3,0.7,0.3,0.1,1.7,13.5,0,0,-4.0,77.0
2016,Ben McLemore,Sacramento Kings,4008882.0,24,61,27,34,19.3,8.1,3.0,6.9,43.0,1.1,2.8,38.2,1.1,1.5,75.3,0.3,1.8,2.1,0.8,1.0,0.5,0.1,1.8,12.6,1,0,-2.2,212.0
2016,Buddy Hield,Sacramento Kings,3517200.0,24,25,8,17,29.1,15.1,5.7,11.8,48.0,2.4,5.5,42.8,1.4,1.7,81.4,0.6,3.5,4.1,1.8,2.1,0.8,0.1,1.4,23.2,0,0,-2.5,236.0
2016,Darren Collison,Sacramento Kings,5229454.0,29,68,26,42,30.3,13.2,5.0,10.5,47.6,1.1,2.6,41.7,2.2,2.5,86.0,0.3,1.9,2.2,4.6,1.7,1.0,0.1,1.8,24.5,4,0,-1.9,187.0
2016,DeMarcus Cousins,Sacramento Kings,16957900.0,26,55,23,32,34.4,27.8,9.2,20.3,45.2,1.7,4.9,35.6,7.7,10.0,77.0,2.1,8.5,10.6,4.8,3.8,1.4,1.3,3.7,52.1,34,2,-0.5,45.0
2016,Garrett Temple,Sacramento Kings,8000000.0,31,65,25,40,26.6,7.8,2.8,6.6,42.4,1.3,3.4,37.3,0.9,1.1,78.4,0.5,2.3,2.8,2.6,1.2,1.3,0.4,2.2,19.0,0,0,-2.7,128.0
2016,Georgios Papagiannis,Sacramento Kings,2202240.0,19,22,7,15,16.1,5.6,2.5,4.6,54.9,0.0,0.1,0.0,0.5,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2.0,13.3,2,0,-1.4,293.0
2016,Jordan Farmar,Sacramento Kings,980431.0,30,2,1,1,17.7,6.0,2.0,6.0,33.3,2.0,4.5,44.4,0.0,0.0,0.0,0.5,1.0,1.5,4.5,1.5,1.0,0.0,0.5,16.1,0,0,-0.5,394.0
2016,Kosta Koufos,Sacramento Kings,8046500.0,28,71,27,44,20.0,6.6,3.0,5.5,55.1,0.0,0.0,0.0,0.5,0.9,61.3,1.7,4.0,5.7,0.7,0.9,0.5,0.7,2.4,17.1,4,0,-2.2,125.0
2016,Langston Galloway,Sacramento Kings,5200000.0,25,19,7,12,19.7,6.0,2.2,5.5,40.4,1.0,2.1,47.5,0.6,0.6,91.7,0.4,1.5,1.8,1.5,0.9,0.3,0.1,1.1,10.6,0,0,0.7,188.0
2016,Malachi Richardson,Sacramento Kings,1439800.0,21,22,9,13,9.0,3.6,1.3,3.1,41.2,0.4,1.3,28.6,0.7,0.9,78.9,0.1,0.9,1.0,0.5,0.4,0.2,0.0,1.0,6.1,0,0,-0.8,333.0
2016,Matt Barnes,Sacramento Kings,242224.0,37,54,22,32,25.3,7.6,2.7,7.1,38.4,1.3,3.9,32.7,0.9,1.2,75.8,1.0,4.4,5.4,2.8,1.5,0.7,0.3,2.6,19.7,4,0,-1.8,560.0
2016,Omri Casspi,Sacramento Kings,138414.0,29,22,9,13,18.0,5.9,2.4,5.3,45.3,0.5,1.3,37.9,0.5,1.0,57.1,0.9,3.2,4.1,1.2,0.8,0.5,0.0,1.0,13.3,0,0,-0.3,568.0
2016,Rudy Gay,Sacramento Kings,13333333.0,30,30,11,19,33.8,18.7,6.7,14.7,45.5,1.4,3.8,37.2,3.9,4.6,85.5,1.2,5.2,6.3,2.8,2.5,1.5,0.9,2.6,35.0,4,0,2.2,68.0
2016,Skal Labissiere,Sacramento Kings,1188840.0,21,33,9,24,18.5,8.8,3.5,6.6,53.7,0.1,0.2,37.5,1.6,2.2,70.3,1.5,3.4,4.9,0.8,1.1,0.5,0.4,1.9,17.4,2,0,-1.2,360.0
2016,Ty Lawson,Sacramento Kings,980431.0,29,69,25,44,25.1,9.9,3.4,7.6,45.4,0.5,1.7,28.8,2.5,3.1,79.7,0.6,2.0,2.6,4.8,1.9,1.1,0.1,1.7,21.9,3,1,-2.3,387.0
2016,Tyreke Evans,Sacramento Kings,10203755.0,27,14,4,10,22.5,11.6,4.2,10.2,41.3,1.5,3.4,43.8,1.7,2.4,70.6,0.5,3.1,3.6,2.4,1.6,0.9,0.4,1.4,21.6,0,0,-5.4,105.0
2016,Willie Cauley-Stein,Sacramento Kings,3551160.0,23,75,29,46,18.9,8.1,3.4,6.4,53.0,0.0,0.0,0.0,1.3,2.0,66.9,1.1,3.4,4.5,1.1,0.9,0.7,0.6,2.0,18.1,8,0,-2.7,232.0
2017,Zach Randolph,Sacramento Kings,12307692.0,36,59,18,41,25.6,14.5,6.1,12.9,47.3,0.9,2.5,34.7,1.4,1.8,78.5,1.6,5.1,6.7,2.2,2.0,0.7,0.2,2.0,26.5,8,0,-6.0,97.0
2017,Willie Cauley-Stein,Sacramento Kings,3704160.0,24,73,23,50,28.0,12.8,5.3,10.6,50.2,0.0,0.2,25.0,2.1,3.4,61.9,1.8,5.2,7.0,2.4,1.5,1.1,0.9,2.5,29.1,12,0,-4.4,227.0
2017,Vince Carter,Sacramento Kings,8000000.0,41,58,20,38,17.7,5.4,2.0,4.9,40.3,1.0,2.8,34.5,0.5,0.6,75.7,0.3,2.2,2.6,1.2,0.6,0.7,0.4,1.7,13.1,0,0,-1.2,142.0
2017,Skal Labissiere,Sacramento Kings,1312611.0,22,60,19,41,20.7,8.7,3.4,7.6,44.8,0.3,0.9,35.3,1.6,2.0,80.5,1.6,3.2,4.8,1.2,1.2,0.4,0.8,2.2,18.7,3,0,-2.0,416.0
2017,Nigel Hayes,Toronto Raptors,55296.0,23,5,3,2,21.1,3.6,1.6,5.6,28.6,0.4,2.4,16.7,0.0,0.4,0.0,0.8,3.6,4.4,0.8,0.2,0.4,0.6,1.6,12.9,0,0,-0.6,592.0
2017,Malachi Richardson,Toronto Raptors,1569360.0,22,25,7,18,12.7,3.5,1.2,3.5,33.0,0.5,1.6,30.8,0.7,0.9,77.3,0.2,1.1,1.3,0.5,0.4,0.4,0.0,1.1,6.8,0,0,-1.8,324.0
2017,Kosta Koufos,Sacramento Kings,8393000.0,29,71,22,49,19.6,6.7,3.1,5.5,57.1,0.0,0.0,0.0,0.5,1.0,44.6,2.1,4.5,6.6,1.2,0.7,0.7,0.5,2.1,19.2,6,0,-3.1,137.0
2017,Justin Jackson,Sacramento Kings,2365560.0,23,68,21,47,22.2,6.7,2.7,6.2,44.2,0.8,2.7,30.8,0.4,0.5,72.2,0.4,2.4,2.8,1.1,0.6,0.4,0.2,1.2,12.8,0,0,-3.5,283.0
2017,Georgios Papagiannis,Sacramento Kings,185397.0,20,16,3,13,7.4,2.1,1.1,2.6,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,2.3,0.6,0.5,0.1,0.4,0.8,6.7,0,0,-1.3,579.0
2017,George Hill,Sacramento Kings,19000000.0,32,43,13,30,26.6,10.3,3.6,7.6,46.9,1.3,3.0,45.3,1.8,2.3,77.8,0.5,2.2,2.7,2.8,1.4,0.9,0.3,1.7,19.8,0,0,-5.7,43.0
2017,Garrett Temple,Sacramento Kings,8000000.0,32,65,23,42,24.8,8.4,3.1,7.3,41.8,1.4,3.5,39.2,0.9,1.2,76.9,0.3,2.0,2.3,1.9,1.2,0.9,0.4,2.1,16.7,0,0,-4.0,139.0
2017,De'Aaron Fox,Sacramento Kings,4609200.0,20,73,24,49,27.7,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,0.5,2.3,2.8,4.4,2.4,1.0,0.3,2.2,22.8,3,0,-5.7,206.0
2017,Buddy Hield,Sacramento Kings,3675480.0,25,80,27,53,25.3,13.5,5.2,11.7,44.6,2.2,5.1,43.1,0.9,1.0,87.7,0.7,3.2,3.8,1.9,1.6,1.1,0.3,1.9,23.5,0,0,-1.9,228.0
2017,Bruno Caboclo,Toronto Raptors,2451225.0,22,10,2,8,10.0,2.6,0.9,2.9,31.0,0.3,1.5,20.0,0.5,0.6,83.3,0.7,1.4,2.1,0.3,0.4,0.2,0.4,0.7,7.0,0,0,0.1,279.0
2017,Bogdan Bogdanovic,Sacramento Kings,9412280.0,25,78,26,52,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84.0,0.4,2.5,2.9,3.3,1.6,0.9,0.2,2.2,21.9,0,0,-4.6,124.0
2018,Alec Burks,Utah Jazz,11536515.0,27,13,4,9,9.7,1.7,0.7,1.5,45.0,0.0,0.5,0.0,0.3,0.4,80.0,0.2,1.5,1.7,0.8,0.3,0.6,0.1,0.5,6.6,0,0,-1.0,109.0
2018,BJ Johnson,Sacramento Kings,42634.0,23,1,0,1,6.1,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,-2.0,493.0
2018,Ben McLemore,Sacramento Kings,5460000.0,26,19,7,12,8.3,3.9,1.3,3.4,39.1,0.9,2.2,41.5,0.4,0.6,66.7,0.2,0.7,0.9,0.2,0.3,0.3,0.2,1.2,6.5,0,0,-0.9,184.0
2018,Bogdan Bogdanovic,Sacramento Kings,9000000.0,26,70,32,38,27.8,14.1,5.2,12.3,41.8,1.9,5.3,36.0,1.9,2.3,82.7,0.6,2.9,3.5,3.8,1.7,1.0,0.2,2.0,26.1,1,0,-0.6,131.0
2018,Buddy Hield,Sacramento Kings,3844760.0,26,82,39,43,31.9,20.7,7.6,16.6,45.8,3.4,7.9,42.7,2.1,2.4,88.6,1.3,3.7,5.0,2.5,1.8,0.7,0.4,2.5,32.0,3,0,0.0,222.0
2018,Caleb Swanigan,Sacramento Kings,1740000.0,22,3,0,3,11.0,2.7,1.3,3.0,44.4,0.0,0.7,0.0,0.0,0.7,0.0,1.3,2.7,4.0,1.3,0.7,0.7,0.3,2.0,11.8,0,0,-0.3,316.0
2018,Corey Brewer,Sacramento Kings,2000000.0,33,24,8,16,14.7,4.1,1.4,3.1,44.6,0.4,1.3,33.3,0.9,1.3,73.3,0.9,1.5,2.5,1.2,0.5,0.8,0.2,2.0,11.5,0,0,0.2,303.0
2018,De'Aaron Fox,Sacramento Kings,5470920.0,21,81,39,42,31.4,17.3,6.2,13.6,45.8,1.1,2.9,37.1,3.7,5.1,72.7,0.5,3.2,3.8,7.3,2.8,1.6,0.6,2.5,36.5,16,1,0.8,183.0
2018,Harrison Barnes,Sacramento Kings,24107258.0,27,28,11,17,33.9,14.3,5.0,11.1,45.5,1.9,4.6,40.8,2.3,2.9,80.0,0.8,4.8,5.5,1.9,1.1,0.6,0.1,1.5,24.7,3,0,0.9,30.0
2018,Harry Giles III,Sacramento Kings,2207040.0,21,58,26,32,14.1,7.0,3.0,6.0,50.3,0.0,0.1,0.0,1.0,1.6,63.7,1.1,2.7,3.8,1.5,1.3,0.5,0.4,2.6,15.3,0,0,-1.8,293.0
2018,Iman Shumpert,Sacramento Kings,11011234.0,29,42,24,18,26.2,8.9,3.2,8.3,38.2,1.8,4.8,36.6,0.8,1.0,82.9,0.5,2.6,3.1,2.2,0.9,1.1,0.5,2.2,19.7,0,0,-1.0,113.0
2018,Justin Jackson,Sacramento Kings,2807880.0,24,52,28,24,20.8,6.7,2.4,5.7,42.4,1.1,3.1,34.6,0.8,1.0,82.0,0.5,2.3,2.8,1.3,0.4,0.4,0.3,1.3,13.6,0,0,-1.2,259.0
2018,Kosta Koufos,Sacramento Kings,8739500.0,30,42,21,21,11.9,3.7,1.7,3.6,47.7,0.0,0.0,0.0,0.2,0.6,41.7,1.2,3.0,4.2,0.9,0.6,0.4,0.4,1.6,11.8,0,0,-0.8,135.0
2018,Marvin Bagley III,Sacramento Kings,7305600.0,20,62,30,32,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5.0,7.6,1.0,1.6,0.5,1.0,1.9,28.4,19,0,-1.7,158.0
2018,Nemanja Bjelica,Sacramento Kings,6500000.0,31,77,38,39,23.2,9.6,3.7,7.7,47.9,1.3,3.3,40.1,0.9,1.2,76.1,1.6,4.1,5.8,1.9,1.1,0.7,0.7,2.6,22.6,9,0,1.1,170.0
2018,Skal Labissiere,Sacramento Kings,1544951.0,23,13,4,9,8.7,2.8,1.0,2.3,43.3,0.3,0.8,36.4,0.5,0.8,54.5,0.3,1.5,1.8,0.5,0.5,0.2,0.2,1.6,6.3,0,0,-0.5,345.0
2018,Troy Williams,Sacramento Kings,1512601.0,24,21,7,14,14.9,5.3,2.1,4.7,44.9,0.7,2.1,31.8,0.4,0.7,60.0,0.6,2.2,2.8,0.5,0.4,0.5,0.4,1.8,11.6,0,0,-3.2,369.0
2018,Willie Cauley-Stein,Sacramento Kings,4696875.0,25,81,39,42,27.3,11.9,5.1,9.1,55.6,0.0,0.0,50.0,1.7,3.1,55.1,2.2,6.1,8.4,2.4,1.0,1.2,0.6,2.8,30.0,22,0,0.7,205.0
2018,Yogi Ferrell,Sacramento Kings,3000000.0,26,71,33,38,15.0,5.9,2.2,5.0,43.5,0.8,2.1,36.2,0.8,0.9,89.6,0.2,1.4,1.5,1.9,0.6,0.5,0.1,0.9,11.8,0,0,-0.8,254.0
2019,Bogdan Bogdanovic,Sacramento Kings,8529386.0,27,30,13,17,28.1,14.5,5.3,12.4,42.6,2.6,6.9,38.3,1.3,2.0,66.1,0.3,2.6,3.0,3.6,2.0,1.1,0.3,2.0,25.4,2,0,-1.4,153.0
2019,Buddy Hield,Sacramento Kings,4861208.0,27,40,15,25,34.2,20.2,7.4,17.7,41.6,3.6,9.7,37.0,1.9,2.3,82.4,1.0,4.2,5.1,3.2,2.7,0.9,0.3,2.6,31.9,2,0,-1.5,214.0
2019,Caleb Swanigan,Sacramento Kings,2033160.0,22,7,3,4,3.3,0.7,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.3,50.0,0.3,0.7,1.0,0.3,0.9,0.1,0.3,1.1,2.8,0,0,-1.9,330.0
2019,Cory Joseph,Sacramento Kings,12000000.0,28,40,15,25,25.7,6.4,2.5,6.3,38.7,0.7,2.1,31.7,0.8,0.9,91.4,0.5,2.2,2.7,3.6,1.2,0.8,0.4,2.1,17.2,0,0,-1.9,117.0
2019,De'Aaron Fox,Sacramento Kings,6392760.0,22,22,6,16,30.9,18.9,6.7,14.2,47.0,1.0,3.2,32.4,4.5,6.1,73.1,0.9,3.4,4.3,7.0,3.5,1.4,0.5,2.9,36.9,5,0,-2.0,189.0
2019,Dewayne Dedmon,Sacramento Kings,13333333.0,30,26,9,17,13.8,4.9,1.9,4.6,40.8,0.5,2.2,21.4,0.7,0.8,85.7,1.1,2.9,4.0,0.3,1.4,0.3,0.5,2.5,11.3,1,0,-1.0,97.0
2019,Harrison Barnes,Sacramento Kings,24147727.0,27,40,15,25,35.1,15.2,5.2,11.5,44.8,1.4,3.9,35.1,3.5,4.4,79.5,0.9,3.9,4.8,2.2,1.3,0.7,0.2,1.2,25.3,3,0,-0.7,46.0
2019,Harry Giles III,Sacramento Kings,2578800.0,21,15,6,9,11.4,5.1,2.2,4.9,44.6,0.0,0.0,0.0,0.7,0.8,91.7,0.7,2.1,2.9,1.2,1.1,0.6,0.3,2.5,11.8,0,0,-1.9,296.0
2019,Justin James,Sacramento Kings,898310.0,22,22,8,14,8.7,2.9,1.2,3.0,40.3,0.3,1.0,30.4,0.1,0.5,27.3,0.2,1.0,1.2,0.6,0.3,0.2,0.4,0.6,6.9,0,0,-1.4,499.0
2019,Marvin Bagley III,Sacramento Kings,8556120.0,20,10,2,8,23.5,14.1,5.8,12.6,46.0,0.3,1.6,18.8,2.2,2.8,78.6,2.0,4.8,6.8,0.6,1.4,0.4,1.0,3.0,26.0,2,0,-6.0,152.0
