YEAR,PLAYER,TEAM,SALARY,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,RK
2016,Tarik Black,Los Angeles Lakers,6191000.0,25,67,24,43,16.3,5.7,2.2,4.4,51.0,0.0,0.0,50.0,1.2,1.6,75.2,2.1,3.0,5.1,0.6,0.9,0.4,0.7,2.6,15.1,2,0,-0.7,159.0
2016,Thomas Robinson,Los Angeles Lakers,980431.0,26,48,15,33,11.7,5.0,2.2,4.1,53.6,0.0,0.0,0.0,0.6,1.4,47.0,1.8,2.9,4.6,0.6,1.0,0.5,0.2,1.6,12.8,1,0,-1.7,437.0
2016,Timofey Mozgov,Los Angeles Lakers,16000000.0,30,54,16,38,20.4,7.4,3.1,6.1,51.5,0.0,0.0,0.0,1.2,1.4,80.8,1.9,3.0,4.9,0.8,1.3,0.3,0.6,2.5,15.8,1,0,-3.6,49.0
2016,Tyler Ennis,Los Angeles Lakers,1733880.0,22,22,6,16,17.8,7.7,3.0,6.5,45.1,1.0,2.5,38.9,0.9,1.0,86.4,0.2,1.0,1.2,2.4,1.0,0.9,0.1,1.3,14.6,0,0,2.4,314.0
2017,Julius Randle,Los Angeles Lakers,4149242.0,23,82,35,47,26.7,16.1,6.1,11.0,55.8,0.1,0.5,22.2,3.7,5.2,71.8,2.2,5.8,8.0,2.6,2.6,0.5,0.5,3.3,30.2,28,1,-1.0,219.0
2017,Kyle Kuzma,Los Angeles Lakers,1423560.0,22,77,34,43,31.2,16.1,6.1,13.5,45.0,2.1,5.6,36.6,1.9,2.7,70.7,1.1,5.1,6.3,1.8,1.8,0.6,0.4,2.1,27.8,17,0,-1.6,381.0
2017,Brandon Ingram,Los Angeles Lakers,5519400.0,20,59,27,32,33.5,16.1,6.1,12.9,47.0,0.7,1.8,39.0,3.3,4.8,68.1,1.0,4.4,5.3,3.9,2.5,0.8,0.7,2.8,30.3,6,0,-2.2,187.0
2017,Isaiah Thomas,Los Angeles Lakers,6261395.0,29,17,8,9,26.8,15.6,5.1,13.4,38.3,1.9,5.9,32.7,3.4,3.7,92.1,0.6,1.5,2.1,5.0,3.2,0.4,0.1,1.9,23.7,0,0,0.9,173.0
2017,Jordan Clarkson,Los Angeles Lakers,12500000.0,26,53,22,31,23.7,14.5,5.6,12.6,44.8,1.3,4.0,32.4,2.0,2.5,79.5,0.8,2.2,3.0,3.3,1.8,0.7,0.1,1.2,23.6,1,0,-0.4,95.0
2017,Kentavious Caldwell-Pope,Los Angeles Lakers,17745894.0,25,74,31,43,33.2,13.4,4.6,10.8,42.6,2.1,5.6,38.3,2.1,2.6,78.9,0.8,4.4,5.2,2.2,1.3,1.4,0.2,2.0,26.6,4,0,-0.7,54.0
2017,Brook Lopez,Los Angeles Lakers,22642650.0,30,74,34,40,23.4,13.0,5.0,10.7,46.5,1.5,4.4,34.5,1.5,2.1,70.3,1.0,3.0,4.0,1.7,1.3,0.4,1.3,2.6,24.2,4,0,-1.1,28.0
2017,Andre Ingram,Los Angeles Lakers,13824.0,32,2,1,1,32.1,12.0,4.0,8.5,47.1,2.5,4.5,55.6,1.5,1.5,100.0,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,28.4,0,0,10.0,596.0
2017,Lonzo Ball,Los Angeles Lakers,6286560.0,20,52,24,28,34.2,10.2,3.9,10.8,36.0,1.7,5.7,30.5,0.6,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,34.3,13,2,-0.4,172.0
2017,Larry Nance Jr.,Los Angeles Lakers,2272391.0,25,42,17,25,21.9,8.6,3.6,6.0,60.1,0.0,0.1,25.0,1.3,2.1,63.2,2.6,4.2,6.8,1.4,1.0,1.4,0.5,2.7,23.4,6,0,-1.0,289.0
2017,Josh Hart,Los Angeles Lakers,1394520.0,23,63,27,36,23.2,7.9,2.8,6.0,46.9,1.2,3.1,39.6,1.0,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,17.0,8,0,-1.1,384.0
2017,Channing Frye,Los Angeles Lakers,7420912.0,35,9,1,8,16.7,5.8,2.2,4.8,46.5,1.0,2.8,36.0,0.3,0.4,75.0,0.2,2.6,2.8,1.1,0.4,0.1,0.1,1.7,11.0,0,0,3.4,154.0
2017,Travis Wear,Los Angeles Lakers,148318.0,27,17,7,10,13.4,4.4,1.5,4.2,34.7,1.0,2.8,36.2,0.5,0.5,100.0,0.0,2.2,2.2,0.4,0.4,0.2,0.3,1.8,8.9,0,0,0.6,581.0
2017,Tyler Ennis,Los Angeles Lakers,1524305.0,23,54,22,32,12.7,4.1,1.7,4.1,42.0,0.3,1.0,25.0,0.4,0.5,75.9,0.4,1.4,1.8,1.9,0.7,0.6,0.2,1.4,10.7,1,0,-0.4,338.0
2017,Ivica Zubac,Los Angeles Lakers,1312611.0,21,43,19,24,9.5,3.7,1.4,2.8,50.0,0.0,0.0,0.0,0.9,1.2,76.5,1.0,1.8,2.9,0.6,0.6,0.2,0.3,1.1,9.0,1,0,1.0,422.0
2017,Corey Brewer,Oklahoma City Thunder,7579366.0,32,54,21,33,12.9,3.7,1.4,3.2,45.3,0.1,0.8,18.6,0.6,0.9,66.7,0.4,1.3,1.7,0.8,0.7,0.8,0.1,1.5,8.9,0,0,-1.6,147.0
2017,Luol Deng,Los Angeles Lakers,17190000.0,33,1,0,1,13.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.5,0,0,-7.0,58.0
2017,Andrew Bogut,Los Angeles Lakers,1471382.0,33,24,7,17,9.0,1.5,0.7,1.0,68.0,0.0,0.0,0.0,0.1,0.1,100.0,1.1,2.2,3.3,0.6,0.8,0.2,0.5,1.7,7.7,0,0,-1.2,363.0
2017,Nigel Hayes,Toronto Raptors,55296.0,23,2,1,1,5.4,1.5,0.5,1.5,33.3,0.0,1.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,4.0,592.0
2017,Thomas Bryant,Los Angeles Lakers,815615.0,20,15,7,8,4.8,1.5,0.5,1.4,38.1,0.1,0.7,10.0,0.3,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,3.9,0,0,-0.6,504.0
2018,LeBron James,Los Angeles Lakers,35654150.0,34,55,28,27,35.2,27.4,10.1,19.9,51.0,2.0,5.9,33.9,5.1,7.6,66.5,1.0,7.4,8.5,8.3,3.6,1.3,0.6,1.7,52.0,32,8,2.1,3.0
2018,Kyle Kuzma,Los Angeles Lakers,1689840.0,23,70,33,37,33.1,18.7,7.1,15.5,45.6,1.8,6.0,30.3,2.7,3.6,75.2,0.9,4.6,5.5,2.5,1.9,0.6,0.4,2.4,30.0,4,0,-0.8,321.0
2018,Brandon Ingram,Los Angeles Lakers,5757120.0,21,52,25,27,33.9,18.3,7.0,14.0,49.7,0.6,1.8,33.0,3.8,5.6,67.5,0.8,4.3,5.1,3.0,2.5,0.5,0.6,2.9,29.8,2,0,-1.1,181.0
2018,JaVale McGee,Los Angeles Lakers,1512601.0,31,75,35,40,22.3,12.0,5.3,8.5,62.4,0.0,0.2,8.3,1.3,2.0,63.2,2.6,4.9,7.5,0.7,1.4,0.6,2.0,2.8,28.4,14,0,-2.1,381.0
2018,Kentavious Caldwell-Pope,Los Angeles Lakers,12000000.0,26,82,37,45,24.8,11.4,4.0,9.2,43.0,1.8,5.3,34.7,1.7,1.9,86.7,0.6,2.3,2.9,1.3,0.8,0.9,0.2,1.7,19.3,0,0,-1.9,101.0
2018,Lonzo Ball,Los Angeles Lakers,7461960.0,21,47,25,22,30.3,9.9,3.9,9.7,40.6,1.6,4.9,32.9,0.4,1.0,41.7,1.1,4.2,5.3,5.4,2.2,1.5,0.4,2.4,27.9,4,1,-0.3,155.0
2018,Reggie Bullock,Los Angeles Lakers,2500000.0,28,19,4,15,27.6,9.3,3.3,8.1,41.2,1.8,5.2,34.3,0.9,1.1,81.0,0.1,2.5,2.6,1.1,0.6,0.8,0.4,1.6,17.1,0,0,-3.1,276.0
2018,Rajon Rondo,Los Angeles Lakers,9000000.0,33,46,19,27,29.8,9.2,3.8,9.4,40.5,1.1,3.1,35.9,0.5,0.8,63.9,0.7,4.5,5.3,8.0,2.8,1.2,0.2,2.2,28.9,14,1,-5.3,132.0
2018,Ivica Zubac,Los Angeles Lakers,1544951.0,22,33,14,19,15.6,8.5,3.4,5.8,58.0,0.0,0.0,0.0,1.7,2.0,86.4,1.6,3.3,4.9,0.8,1.0,0.1,0.8,2.2,17.4,4,0,0.7,353.0
2018,Josh Hart,Los Angeles Lakers,1655160.0,24,67,31,36,25.6,7.8,2.8,6.9,40.7,1.4,4.1,33.6,0.8,1.2,68.8,0.5,3.2,3.7,1.4,0.9,1.0,0.6,2.2,18.2,4,0,0.0,327.0
2018,Lance Stephenson,Los Angeles Lakers,4449000.0,28,68,33,35,16.5,7.2,2.7,6.4,42.6,1.1,2.9,37.1,0.7,1.1,68.5,0.5,2.7,3.2,2.1,1.3,0.6,0.1,1.6,15.0,1,0,-1.6,210.0
2018,Michael Beasley,Los Angeles Lakers,3500000.0,30,26,11,15,10.7,7.0,2.9,5.9,49.0,0.1,0.7,17.6,1.1,1.5,71.8,0.5,1.8,2.3,1.0,1.0,0.3,0.4,1.6,12.3,0,0,-1.5,230.0
2018,Mike Muscala,Philadelphia 76ers,5000000.0,27,17,5,12,15.6,5.9,2.1,4.9,43.4,1.2,3.4,36.8,0.4,0.5,87.5,0.4,2.2,2.6,0.8,0.3,0.2,0.6,1.1,12.6,0,0,-1.7,198.0
2018,Moritz Wagner,Los Angeles Lakers,1762080.0,22,43,15,28,10.4,4.8,1.7,4.0,41.5,0.5,1.8,28.6,1.0,1.2,81.1,0.4,1.6,2.0,0.6,0.9,0.3,0.3,1.3,8.8,0,0,-2.3,313.0
2018,Jemerrio Jones,Los Angeles Lakers,52108.0,24,6,3,3,23.9,4.5,2.0,5.5,36.4,0.3,1.7,20.0,0.2,0.3,50.0,2.7,5.5,8.2,2.2,0.8,1.2,0.8,1.7,22.7,1,0,4.7,489.0
2018,Tyson Chandler,Phoenix Suns,1333140.0,36,48,25,23,16.4,3.1,1.1,1.8,60.9,0.0,0.0,0.0,0.9,1.4,59.4,1.8,3.8,5.6,0.6,0.7,0.4,0.5,1.9,12.6,2,0,0.6,430.0
2018,Isaac Bonga,Los Angeles Lakers,1000000.0,19,22,7,15,5.5,0.9,0.2,1.5,15.2,0.0,0.4,0.0,0.4,0.7,60.0,0.4,0.7,1.1,0.7,0.3,0.4,0.2,0.4,4.8,0,0,0.6,438.0
2019,Anthony Davis,Los Angeles Lakers,27093018.0,26,35,29,6,35.2,27.1,9.4,18.7,50.4,1.1,3.7,29.7,7.1,8.3,85.9,2.2,7.2,9.4,3.2,2.4,1.5,2.6,2.5,53.2,17,0,5.9,37.0
2019,LeBron James,Los Angeles Lakers,37436858.0,35,38,32,6,34.9,25.5,9.8,19.8,49.4,2.1,6.1,35.1,3.9,5.6,69.7,1.1,6.8,7.8,10.7,3.7,1.3,0.5,1.8,52.7,29,9,9.6,7.0
2019,Kyle Kuzma,Los Angeles Lakers,1974600.0,24,31,27,4,24.3,13.2,4.9,11.2,43.6,1.7,4.9,34.6,1.7,2.3,74.6,0.7,3.1,3.8,0.9,1.5,0.3,0.4,1.8,19.6,0,0,4.0,337.0
2019,Kentavious Caldwell-Pope,Los Angeles Lakers,8089282.0,26,40,33,7,25.3,9.3,3.3,7.2,46.3,1.4,3.3,43.1,1.3,1.6,80.6,0.6,1.5,2.1,1.8,0.9,0.8,0.2,1.8,16.6,0,0,3.5,158.0
2019,Danny Green,Los Angeles Lakers,14634146.0,32,39,32,7,25.3,8.7,3.1,7.2,43.4,1.9,5.0,38.7,0.6,0.8,71.9,0.7,2.9,3.7,1.4,0.8,1.2,0.4,2.2,19.2,0,0,6.1,89.0
2019,Avery Bradley,Los Angeles Lakers,4767000.0,29,26,20,6,23.8,8.1,3.5,7.6,45.5,0.8,2.7,30.0,0.3,0.5,75.0,0.5,1.9,2.4,1.1,1.1,0.9,0.1,2.4,14.4,0,0,4.2,223.0
2019,Dwight Howard,Los Angeles Lakers,1620564.0,34,40,33,7,19.7,7.7,3.1,4.2,74.3,0.1,0.1,60.0,1.4,2.7,50.9,2.4,4.9,7.3,0.7,1.2,0.4,1.5,3.3,21.8,4,0,3.1,388.0
2019,Rajon Rondo,Los Angeles Lakers,2564753.0,33,27,22,5,21.6,7.6,3.0,7.3,40.6,0.9,2.6,35.2,0.7,0.9,80.0,0.5,3.3,3.8,5.4,2.1,0.9,0.1,1.2,21.2,2,0,2.3,298.0
2019,JaVale McGee,Los Angeles Lakers,4000000.0,31,40,33,7,16.8,6.9,3.0,4.8,62.7,0.1,0.1,66.7,0.8,1.2,61.2,1.9,3.9,5.8,0.7,0.8,0.6,1.7,2.5,20.9,2,0,3.6,243.0
2019,Alex Caruso,Los Angeles Lakers,2750000.0,25,37,31,6,19.6,5.9,2.1,4.6,44.4,0.7,1.9,36.6,1.1,1.4,78.0,0.3,1.7,2.0,1.8,0.9,1.0,0.2,1.6,13.8,0,0,5.5,286.0
2019,Quinn Cook,Los Angeles Lakers,3000000.0,26,26,22,4,12.8,5.0,2.1,4.8,43.7,0.6,1.8,34.0,0.2,0.2,83.3,0.2,1.0,1.2,1.4,0.8,0.3,0.0,0.7,8.7,0,0,2.7,277.0
2019,Troy Daniels,Los Angeles Lakers,1620564.0,28,30,24,6,11.7,4.3,1.6,3.9,39.8,1.0,2.8,35.7,0.2,0.3,66.7,0.2,1.0,1.2,0.3,0.2,0.2,0.1,0.7,6.9,0,0,-0.1,386.0
2019,Jared Dudley,Los Angeles Lakers,1620564.0,34,27,21,6,8.5,1.6,0.6,1.4,40.5,0.4,1.0,46.2,0.1,0.1,100.0,0.1,0.9,1.0,0.6,0.1,0.3,0.1,1.1,4.8,0,0,-0.3,387.0
2019,Talen Horton-Tucker,Los Angeles Lakers,898310.0,19,2,1,1,2.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,3.0,0,0,-3.5,505.0
2015,Wesley Johnson,LA Clippers,1100602.0,28,80,51,29,20.8,6.9,2.6,6.4,40.4,1.3,3.9,33.3,0.4,0.6,65.2,0.5,2.6,3.1,0.6,0.7,1.1,0.7,2.2,16.3,0,0,1.5,346.0
2015,Paul Pierce,LA Clippers,3376000.0,38,68,44,24,18.1,6.1,2.1,5.8,36.3,1.1,3.6,31.0,0.8,1.0,81.8,0.2,2.6,2.7,1.0,0.9,0.5,0.3,1.9,12.3,0,0,0.8,199.0
2015,Pablo Prigioni,LA Clippers,947726.0,39,59,37,22,13.9,2.5,0.9,2.5,37.4,0.5,1.6,29.5,0.1,0.1,87.5,0.6,1.3,1.9,2.2,0.8,0.9,0.0,1.4,10.0,0,0,-1.1,374.0
2015,Luc Mbah a Moute,LA Clippers,947276.0,29,75,49,26,17.0,3.1,1.3,2.8,45.4,0.2,0.5,32.5,0.4,0.8,52.6,0.8,1.5,2.3,0.4,0.5,0.6,0.3,1.3,8.5,0,0,2.1,395.0
2015,Lance Stephenson,Memphis Grizzlies,9000000.0,25,43,27,16,15.8,4.7,1.9,3.9,49.4,0.4,1.1,40.4,0.5,0.7,70.0,0.4,2.1,2.5,1.4,1.1,0.6,0.1,1.8,10.6,0,0,-0.8,82.0
2015,Josh Smith,LA Clippers,947276.0,30,32,19,13,14.3,5.7,2.2,5.6,38.3,0.6,1.8,31.0,0.8,1.3,59.5,1.0,2.9,3.9,1.3,1.3,0.6,1.1,1.9,15.9,0,0,-2.9,415.0
2015,Jeff Green,Memphis Grizzlies,9650000.0,29,27,17,10,26.3,10.9,4.2,9.9,42.7,0.9,2.9,32.5,1.5,2.4,61.5,0.7,2.7,3.4,1.5,0.9,0.7,0.8,2.3,20.6,0,0,-0.3,76.0
2015,Jeff Ayres,LA Clippers,111444.0,29,17,11,6,6.3,1.8,0.7,1.4,52.2,0.0,0.1,0.0,0.4,0.4,100.0,0.2,1.1,1.3,0.3,0.4,0.0,0.2,1.1,3.9,0,0,-2.7,512.0
2015,Jamal Crawford,LA Clippers,5675000.0,36,79,51,28,26.9,14.2,4.8,11.9,40.4,1.5,4.4,34.0,3.1,3.4,90.4,0.3,1.6,1.8,2.3,1.4,0.7,0.2,1.5,20.9,0,0,2.1,128.0
2015,JJ Redick,LA Clippers,7085000.0,32,75,50,25,28.0,16.3,5.6,11.7,48.0,2.7,5.6,47.5,2.4,2.7,88.8,0.1,1.7,1.9,1.4,1.0,0.6,0.1,1.8,21.5,0,0,6.8,104.0
2015,DeAndre Jordan,LA Clippers,19689000.0,27,77,51,26,33.7,12.7,4.6,6.6,70.3,0.0,0.0,0.0,3.5,8.0,43.0,3.5,10.3,13.8,1.2,1.4,0.7,2.3,2.7,38.5,49,0,5.7,11.0
2015,Cole Aldrich,LA Clippers,1100602.0,27,60,41,19,13.3,5.5,2.2,3.8,59.6,0.0,0.0,0.0,1.0,1.4,71.4,1.4,3.4,4.8,0.8,1.1,0.8,1.1,2.3,17.2,3,0,-0.4,350.0
2015,Chris Paul,LA Clippers,21468695.0,31,74,50,24,32.7,19.5,7.0,15.1,46.2,1.6,4.4,37.1,4.0,4.4,89.6,0.5,3.7,4.2,10.0,2.6,2.1,0.2,2.5,43.6,38,0,7.5,6.0
2015,Branden Dawson,LA Clippers,525093.0,23,6,5,1,4.8,0.8,0.3,0.8,40.0,0.0,0.0,0.0,0.2,0.2,100.0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,0.3,2.1,0,0,-2.5,467.0
2015,Blake Griffin,LA Clippers,18907726.0,27,35,22,13,33.4,21.4,8.6,17.2,49.9,0.2,0.5,33.3,4.0,5.5,72.7,1.5,6.9,8.4,4.9,2.4,0.8,0.5,2.7,40.3,13,0,5.1,15.0
2015,Austin Rivers,LA Clippers,3110796.0,23,67,42,25,21.8,8.9,3.4,7.7,43.8,0.9,2.8,33.5,1.2,1.7,68.1,0.3,1.6,1.9,1.5,0.9,0.7,0.1,2.0,15.0,0,0,-2.4,208.0
2016,Wesley Johnson,LA Clippers,5628000.0,29,68,40,28,11.9,2.7,1.1,2.9,36.5,0.4,1.7,24.6,0.2,0.3,64.7,0.4,2.3,2.7,0.3,0.3,0.4,0.4,1.2,8.8,0,0,-0.8,175.0
2016,Raymond Felton,LA Clippers,980431.0,33,80,50,30,21.2,6.7,2.8,6.4,43.0,0.6,1.8,31.9,0.6,0.8,78.1,0.4,2.3,2.7,2.4,1.0,0.8,0.3,1.6,15.8,0,0,-2.1,392.0
2016,Paul Pierce,LA Clippers,3527920.0,39,25,16,9,11.1,3.2,1.1,2.8,40.0,0.6,1.7,34.9,0.4,0.5,76.9,0.0,1.9,1.9,0.4,0.6,0.2,0.2,1.6,6.6,0,0,1.1,235.0
2016,Marreese Speights,LA Clippers,1403611.0,29,82,51,31,15.7,8.7,3.0,6.7,44.5,1.3,3.4,37.2,1.5,1.7,87.6,1.1,3.5,4.5,0.8,0.8,0.3,0.5,2.8,16.8,4,0,-0.4,335.0
2016,Luc Mbah a Moute,LA Clippers,2203000.0,30,80,49,31,22.3,6.1,2.4,4.7,50.5,0.5,1.4,39.1,0.7,1.1,67.8,0.6,1.6,2.1,0.5,0.6,1.0,0.4,1.5,13.1,0,0,3.3,292.0
2016,Jamal Crawford,LA Clippers,13253012.0,37,82,51,31,26.3,12.3,4.4,10.6,41.3,1.4,3.9,36.0,2.1,2.5,85.7,0.2,1.4,1.6,2.6,1.6,0.7,0.2,1.4,19.2,0,0,0.3,69.0
2016,JJ Redick,LA Clippers,7377500.0,33,78,50,28,28.2,15.0,5.1,11.4,44.5,2.6,6.0,42.9,2.3,2.6,89.1,0.1,2.1,2.2,1.4,1.3,0.7,0.2,1.6,21.1,0,0,6.1,140.0
2016,Diamond Stone,LA Clippers,543471.0,20,7,6,1,3.5,1.4,0.4,1.9,23.1,0.0,0.0,0.0,0.6,0.6,100.0,0.1,0.7,0.9,0.0,0.3,0.0,0.1,0.7,2.6,0,0,-3.9,545.0
2016,DeAndre Jordan,LA Clippers,21165675.0,28,81,51,30,31.7,12.7,5.1,7.1,71.4,0.0,0.0,0.0,2.5,5.2,48.2,3.7,10.1,13.8,1.2,1.4,0.6,1.7,2.6,36.4,41,0,5.6,23.0
2016,Chris Paul,LA Clippers,22868827.0,32,61,43,18,31.5,18.1,6.1,12.9,47.6,2.0,5.0,41.1,3.8,4.3,89.2,0.7,4.3,5.0,9.2,2.4,2.0,0.1,2.4,41.8,24,1,9.5,14.0
2016,Brice Johnson,LA Clippers,1273920.0,23,3,1,2,3.1,1.3,0.7,2.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.7,0.3,0.0,5.7,0,0,2.3,349.0
2016,Brandon Bass,LA Clippers,980431.0,32,52,29,23,11.1,5.6,2.1,3.6,57.5,0.0,0.1,33.3,1.5,1.7,87.5,0.8,1.7,2.5,0.4,0.6,0.3,0.2,0.9,10.1,0,0,-2.8,413.0
2016,Blake Griffin,LA Clippers,20140839.0,28,61,40,21,34.0,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76.0,1.8,6.3,8.1,4.9,2.3,0.9,0.4,2.6,40.3,19,1,7.2,28.0
2016,Austin Rivers,LA Clippers,11000000.0,24,74,43,31,27.8,12.0,4.4,9.9,44.2,1.5,4.0,37.1,1.8,2.6,69.1,0.3,1.9,2.2,2.8,1.6,0.6,0.1,2.5,19.6,0,0,-0.1,97.0
2016,Alan Anderson,LA Clippers,980431.0,34,30,20,10,10.3,2.9,1.0,2.7,37.5,0.5,1.5,31.8,0.4,0.5,75.0,0.1,0.7,0.8,0.4,0.2,0.1,0.0,1.2,4.4,0,0,-2.6,415.0
2017,Austin Rivers,LA Clippers,12650000.0,25,61,30,31,33.7,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,0.4,1.9,2.4,4.0,1.8,1.2,0.3,2.5,26.5,0,0,-1.0,91.0
2017,Avery Bradley,LA Clippers,8808989.0,27,6,5,1,27.5,9.2,4.3,9.2,47.3,0.2,1.5,11.1,0.3,0.3,100.0,0.5,3.2,3.7,1.8,1.3,0.8,0.2,2.0,18.0,0,0,0.5,130.0
2017,Blake Griffin,LA Clippers,32088932.0,29,33,17,16,34.5,22.6,7.7,17.5,44.1,1.9,5.7,34.2,5.2,6.6,78.5,1.4,6.5,7.9,5.4,3.0,0.9,0.3,2.4,40.7,11,2,0.7,2.0
2017,Boban Marjanovic,LA Clippers,7000000.0,29,20,10,10,8.3,5.9,1.9,3.5,55.1,0.0,0.0,0.0,2.1,2.6,78.8,1.7,2.7,4.4,0.4,0.7,0.3,0.3,1.2,12.6,1,0,2.8,165.0
2017,Brice Johnson,Memphis Grizzlies,1331160.0,24,9,2,7,4.2,1.8,0.8,1.2,63.6,0.0,0.1,0.0,0.2,0.2,100.0,0.2,1.2,1.4,0.1,0.4,0.7,0.2,0.8,5.9,0,0,3.7,402.0
2017,C.J. Williams,LA Clippers,375000.0,28,38,17,21,18.6,5.5,2.3,5.2,44.2,0.6,2.1,28.2,0.3,0.4,81.3,0.3,1.2,1.5,1.1,0.5,0.8,0.3,1.7,11.9,0,0,-0.9,574.0
2017,Danilo Gallinari,LA Clippers,20559599.0,29,21,11,10,32.0,15.3,4.9,12.2,39.8,1.7,5.3,32.4,3.9,4.1,93.1,0.4,4.4,4.8,2.0,1.2,0.6,0.5,1.4,26.0,0,0,0.5,36.0
2017,DeAndre Jordan,LA Clippers,22642350.0,29,77,39,38,31.5,12.0,4.8,7.5,64.5,0.0,0.0,0.0,2.4,4.1,58.0,4.3,10.9,15.2,1.5,1.8,0.5,0.9,2.6,35.0,46,0,-1.7,30.0
2017,Jawun Evans,LA Clippers,815615.0,21,48,24,24,16.2,4.8,1.9,5.3,35.2,0.3,1.1,27.8,0.8,1.0,77.6,0.2,1.6,1.8,2.1,0.9,0.8,0.1,2.0,11.7,0,0,0.2,514.0
2017,Lou Williams,LA Clippers,7000000.0,31,79,42,37,32.8,22.6,7.4,16.9,43.5,2.4,6.6,35.9,5.5,6.2,88.0,0.5,2.0,2.5,5.3,3.0,1.1,0.2,1.3,34.5,7,0,1.5,162.0
2017,Milos Teodosic,LA Clippers,6000000.0,31,45,29,16,25.2,9.5,3.4,8.0,41.9,2.0,5.2,37.9,0.9,1.0,84.8,0.4,2.4,2.8,4.6,2.2,0.5,0.1,2.3,19.6,0,0,1.9,181.0
2017,Montrezl Harrell,LA Clippers,1471382.0,24,76,39,37,17.0,11.0,4.6,7.2,63.5,0.0,0.1,14.3,1.8,2.9,62.6,1.4,2.7,4.0,1.0,0.9,0.5,0.7,1.9,19.9,0,0,0.7,357.0
2017,Patrick Beverley,LA Clippers,5513514.0,29,11,5,6,30.3,12.2,4.4,10.8,40.3,2.2,5.5,40.0,1.3,1.5,82.4,1.5,2.6,4.1,2.9,2.3,1.7,0.5,3.1,25.7,0,0,2.3,188.0
2017,Sam Dekker,LA Clippers,1794600.0,24,73,36,37,12.1,4.2,1.8,3.5,49.4,0.1,0.8,16.7,0.5,0.8,66.1,0.6,1.8,2.4,0.5,0.5,0.3,0.1,1.0,8.7,0,0,0.8,309.0
2017,Sean Kilpatrick,Brooklyn Nets,2054856.0,28,4,1,3,9.6,4.8,1.8,4.5,38.9,0.8,1.8,42.9,0.5,0.5,100.0,0.0,0.5,0.5,0.8,0.3,0.0,0.0,0.5,6.2,0,0,0.3,297.0
2017,Sindarius Thornwell,LA Clippers,815615.0,23,73,36,37,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,9.8,0,0,-1.4,527.0
2017,Tobias Harris,LA Clippers,16000000.0,25,32,17,15,34.5,19.3,7.6,16.0,47.3,2.2,5.3,41.4,2.0,2.5,80.0,0.7,5.3,6.0,3.1,1.7,1.2,0.6,2.3,34.8,2,0,-2.1,65.0
2017,Wesley Johnson,LA Clippers,5882260.0,30,74,38,36,20.1,5.4,2.0,5.0,40.8,0.8,2.4,33.9,0.6,0.8,74.1,0.4,2.5,2.9,0.8,0.7,1.0,0.8,2.0,15.0,1,0,-0.8,182.0
2017,Willie Reed,LA Clippers,1471382.0,28,39,17,22,10.7,4.9,2.1,3.1,66.7,0.0,0.1,50.0,0.8,1.4,58.2,0.9,2.2,3.1,0.2,0.5,0.2,0.6,1.4,10.9,1,0,0.4,373.0
2018,Avery Bradley,Memphis Grizzlies,12000000.0,28,49,25,24,29.9,8.2,3.3,8.6,38.3,1.2,3.5,33.7,0.4,0.5,80.0,0.7,2.0,2.7,2.0,1.2,0.6,0.3,2.7,15.7,0,0,-1.3,100.0
2018,Boban Marjanovic,Philadelphia 76ers,7000000.0,30,36,17,19,10.4,6.7,2.4,3.9,60.7,0.0,0.1,0.0,2.0,2.6,75.8,1.5,2.7,4.2,0.6,1.0,0.3,0.5,1.6,14.0,4,0,-0.2,166.0
2018,Danilo Gallinari,LA Clippers,21587579.0,30,68,40,28,30.3,19.8,6.0,13.0,46.3,2.4,5.5,43.3,5.4,6.0,90.4,0.8,5.3,6.1,2.6,1.5,0.7,0.3,1.9,32.8,7,0,1.5,39.0
2018,Garrett Temple,Memphis Grizzlies,8000000.0,33,26,18,8,19.6,4.7,1.6,4.1,39.6,0.6,2.1,29.6,0.9,1.2,74.2,0.4,2.1,2.5,1.4,0.6,1.0,0.2,2.7,12.8,0,0,0.6,146.0
