,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,RK
SALARY,0.266724112,0.140196675,0.146545135,-0.003122779,0.719136561,0.756034483,0.739511157,0.747897748,-0.118015849,0.696051401,0.751617967,0.297131503,0.720746174,0.687110382,0.347115752,-0.131550277,0.583250977,0.479471456,0.77166911,0.799866029,0.627664049,0.248182713,0.43536502,0.786213704,0.405304151,0.210946419,0.428369514,-0.837557494
