,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,RK
SALARY,0.292608015,0.183491238,0.174378374,0.179284539,0.580905065,0.524917753,0.499700075,0.503212394,0.022386164,0.307408717,0.320330773,0.225876817,0.514426735,0.49002007,0.310728683,0.180701242,0.490740332,0.419881094,0.248824773,0.399143673,0.377258463,0.229833078,0.311744576,0.507303,0.316447213,0.160343166,-0.032774678,-0.819724949
